x_1,x_2,y
0.5850320787761034,0.6632317224002365,-2136.6970340113726
0.5733744266875395,0.47245615203379365,-1006.9315798123246
0.2796871312739135,1.0,-7945.616546729705
0.9408221815985569,-0.7670299004097033,-9776.524237526242
0.6394710442522108,0.5170158021030289,-1665.9156042691322
0.2152411903000762,-0.520596479564889,-467.89785954938907
0.018900075119637955,0.24407949643275878,26.53832917510426
-0.03039750346080842,-0.44080879292054176,-202.64177246809933
0.8019115204443209,0.9496893046308503,-9874.678305729669
-0.8588800246705348,-0.6966609479742011,-5671.157266169306
-0.06394132729243918,0.4198797699898844,-93.92520111085292
-0.29706913169927585,0.20388416381413996,42.953514565446966
0.9590009220264075,-0.3720763841168627,-7493.1074595590335
0.36818175713579454,-0.1011225813440393,-52.96559590165708
-0.017644719430272515,0.8758033932237782,-4473.5322626223415
-0.8771105653606996,-0.2235485216650842,-4100.495928960909
-0.44933463615278396,0.852146941738261,-4092.537190476647
-0.24012892436549402,-0.055257229508368616,29.22466256140876
-0.7417302347308868,-0.6456933359388912,-3290.4305947315524
0.3540490510666477,0.2308578849448363,-21.035741971647795
0.5467059251111319,-0.5528716038869712,-1296.7782225033536
-0.9006853431802223,-0.27198144640698024,-4623.942881187745
0.11109296969806806,-0.9926252769408339,-8681.564898957622
-0.5395226179911092,0.5673223315912376,-977.786069470108
-0.08682772636555489,-0.30817236433229206,3.0004108671027865
-0.9167086968703221,0.2197996138126709,-4991.83864672124
-0.7462668663503044,-0.5065753237775326,-2411.927424322387
0.013547596842529618,-0.325920773448742,-12.5638350734704
0.4446143185853996,-0.9295803031807016,-6828.931933703965
0.9486132602868409,-0.2568507827927125,-7079.269868691148
-0.28679562469973274,-0.6713129901429388,-1601.5721716186954
-0.03708502815810748,0.41882475929207774,-93.5400588292407
-0.4506150292311451,-0.7310762254711998,-2496.5824797995647
-0.3733672031396055,-0.9263240889977984,-6532.28877230375
0.563833967567961,0.7367405428588543,-2797.135016132683
-0.5851900396250536,-0.4976139814784555,-997.8573844500728
0.1522365325695723,-0.18150814203121637,43.84937897987356
-0.09601747087665022,0.07631987773560564,8.554485911069516
-0.7445148818532045,-0.22632959521206117,-1936.323386932529
-0.6586614460720995,-0.46858700128091135,-1381.7262976860104
-0.6467104672815593,-0.9500357372814038,-8242.67719680693
0.5443332983982254,0.959017196324652,-7265.8685526557665
-1.0,-0.4659733758521445,-7614.80150824581
-0.1841298640059425,0.2433883772321337,43.7289876857084
-0.5758195604224736,-0.5618556512180682,-1271.9515344648848
-0.47553649499992634,-0.7679393637504339,-3117.2829835840694
0.19500313867234076,0.7096050459901249,-1710.1250963387129
-0.8645686153553387,-0.5227466007285879,-4371.924592358439
0.8051330713402665,-0.7347620370661934,-5985.445183517528
-0.7594805324218867,0.14487544575824518,-2136.2863417104168
0.5844298016346935,0.3016111304333714,-853.0113467314542
-0.2965075892873911,0.6592847807920714,-1207.967010134912
0.5916900294183619,-0.36880146267879566,-980.1167783440268
-0.9224634439779511,0.7797771085244455,-7825.166699089038
-0.7535532293158891,-0.08304734505716849,-2065.378929833731
-0.09132219195510516,-0.3336347116624409,-16.05547337654805
0.4322847989222026,-0.7049555716212285,-2204.967100349773
0.5652739191833316,-0.8030370929576492,-4297.045558249471
-0.7144690437214297,-0.5685163465106379,-2373.844288344417
0.956963524782577,-0.9229281926093587,-13775.344283834527
0.41908631111144146,-0.2275726751454111,-131.62620671575613
0.5383500587844183,-0.5433640900272383,-1198.2593992238385
0.23927622694919343,0.7136756980225891,-1758.5682618043752
-0.5738846975099747,-0.008005978886966008,-546.7065754379063
-0.3231207354711088,0.37840887378786214,-25.154649744256545
-0.8799074802234493,0.7201507198596738,-6041.337812831666
0.036092244273350074,-0.9555976276070434,-7416.136872443684
0.18093023818531662,0.5380336191913838,-419.6080456774324
-0.6548526042778604,-0.05031003325138489,-1061.91962055398
0.6175032106821708,0.24679434346086432,-1093.0914879528027
0.8166038409603679,-0.7118698418537456,-5892.7664978499215
-0.016300943041164688,-0.18313439706243004,23.534660653423664
0.7337275440972293,0.4194994326455899,-2490.474958535702
-0.7630181227156249,0.9579879228855258,-8809.837043354108
0.7703568168681029,-0.35129556310663607,-2992.4892664766458
0.9354656716292633,-1.0,-15667.176282910908
-0.943274356952859,0.6700391870041208,-7013.661145140764
0.7063057620028715,-0.7434369866053611,-4576.730796802548
-0.23210276251710568,0.2295304806061486,49.10360018370197
0.6082207640897973,0.6869130180736248,-2534.7018948650707
0.37897433526936514,0.49114510766388525,-347.13247631765466
-0.8566869532332451,0.09390617835569691,-3708.070257648079
0.5053058235383522,-0.38050477431855984,-509.63465469726094
0.9194896190041612,-0.4422837619460617,-6442.07448033145
0.9242574675941403,0.16370224232842226,-6354.321825421006
0.9211403168792558,-0.4934276765474971,-6657.466386965748
0.13450269221073308,-0.7145898747934624,-2123.722059295689
-0.3757676110238641,-0.38141271702710466,-101.17930808242212
0.08482907020062797,-0.733871548903056,-2396.842121487754
0.20517089762644308,0.7300775666663191,-1953.045054734604
0.1939558565716705,-0.1725743312898652,47.05463673366488
0.40910947787046575,-0.567246254679794,-882.9556988423902
0.5691634613214125,-0.37803603088358584,-841.7066846565641
-0.735178347674738,-0.002663707331570519,-1848.8769224364237
-0.5337356330782405,-0.5300603108162496,-908.5348041770038
-0.8189275335374252,0.9314374184544146,-8887.378575408908
0.8141748657795312,0.9301233444192171,-9558.04080735078
-0.6574196597696753,0.4269834719302068,-1194.588428524385
0.12336202166534199,0.16489226202776047,33.21461364606124
0.8671295839884798,-0.045349990408136816,-4875.22413418129
0.3923704791616214,-0.6572062317570776,-1578.881797227372
0.991872812127865,0.26572588957104665,-8517.97498570669
0.9822267195359735,-0.9473889471571066,-15359.113355721727
-0.6549278918064839,0.1965525343470037,-1044.5175961055722
-0.5794272328564702,-0.7676644563840194,-3501.995044610158
-0.01662099581067511,0.5756831786174794,-630.8282567724434
0.7763361194214113,0.5727668775390671,-3668.166627850568
-0.3515844721034539,0.3134344194012464,8.076290317151845
-0.3795522989802272,0.7611833729539389,-2418.943668417465
-0.03439759829894258,0.5900079804222454,-714.2156815512817
0.1283606006130603,0.5307315996761659,-395.1905751310976
-0.2642474165438514,-0.28301003637232536,36.92274291463565
0.15204912504948526,-0.492813495035047,-352.3546679827565
0.1961716382320038,0.30434640952671144,39.6796157996695
0.5565172153831673,-0.2344443629882973,-667.0251720638619
-0.557456955474163,-0.8027673815576177,-4017.0367933051166
-0.10522172981078667,-0.40749199724508917,-119.03754250479255
-0.8438374936690073,-0.5926101430054515,-4390.412892553404
